"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"BAJAJFINSV","EQ","28-Jan-2020","       9557.60","       9557.60","       9710.00","       9530.00","       9646.00","       9631.30","       9632.53","     190469","          1834697646.00","      27397"
"BAJAJFINSV","EQ","29-Jan-2020","       9631.30","       9649.00","       9929.00","       9649.00","       9924.00","       9894.25","       9807.54","     501913","          4922531177.40","      64178"
"BAJAJFINSV","EQ","30-Jan-2020","       9894.25","       9924.00","       9950.00","       9603.35","       9621.65","       9639.65","       9734.08","     412825","          4018470103.20","      48856"
"BAJAJFINSV","EQ","31-Jan-2020","       9639.65","       9708.00","       9708.00","       9410.00","       9465.00","       9441.40","       9529.80","     329541","          3140461200.90","      38729"
"BAJAJFINSV","EQ","01-Feb-2020","       9441.40","       9442.55","       9614.00","       8820.00","       8950.00","       8947.40","       9162.15","     714893","          6549959231.70","      78300"
"BAJAJFINSV","EQ","03-Feb-2020","       8947.40","       8955.00","       9235.00","       8885.00","       9105.00","       9086.15","       9077.24","     502551","          4561775748.00","      56745"
"BAJAJFINSV","EQ","04-Feb-2020","       9086.15","       9180.00","       9624.90","       9161.30","       9535.00","       9534.90","       9424.64","     463697","          4370177959.95","      53019"
"BAJAJFINSV","EQ","05-Feb-2020","       9534.90","       9540.00","       9684.00","       9457.70","       9580.00","       9591.40","       9592.44","     324540","          3113131504.70","      41358"
"BAJAJFINSV","EQ","06-Feb-2020","       9591.40","       9600.00","       9709.00","       9560.00","       9610.00","       9619.70","       9630.15","     271343","          2613073978.35","      32993"
"BAJAJFINSV","EQ","07-Feb-2020","       9619.70","       9610.00","       9673.65","       9561.05","       9605.00","       9623.30","       9625.84","     142626","          1372895749.75","      24400"
"BAJAJFINSV","EQ","10-Feb-2020","       9623.30","       9605.00","       9657.95","       9531.00","       9644.00","       9627.00","       9607.79","     143528","          1378986182.45","      20391"
"BAJAJFINSV","EQ","11-Feb-2020","       9627.00","       9643.50","       9810.00","       9643.50","       9716.10","       9731.60","       9755.90","     195579","          1908048464.00","      20192"
"BAJAJFINSV","EQ","12-Feb-2020","       9731.60","       9738.00","       9840.95","       9685.25","       9775.00","       9771.85","       9774.01","     188528","          1842674169.95","      22377"
"BAJAJFINSV","EQ","13-Feb-2020","       9771.85","       9758.00","       9795.00","       9689.00","       9713.20","       9717.20","       9732.92","     136630","          1329808471.90","      17452"
"BAJAJFINSV","EQ","14-Feb-2020","       9717.20","       9735.00","       9795.00","       9653.05","       9673.00","       9690.50","       9745.75","     139237","          1356968845.35","      18186"
"BAJAJFINSV","EQ","17-Feb-2020","       9690.50","       9699.80","       9785.25","       9514.55","       9530.00","       9528.85","       9578.90","     175401","          1680147992.05","      23128"
"BAJAJFINSV","EQ","18-Feb-2020","       9528.85","       9527.00","       9564.95","       9416.00","       9550.00","       9529.50","       9499.65","     266384","          2530554449.50","      27598"
"BAJAJFINSV","EQ","19-Feb-2020","       9529.50","       9580.00","       9780.00","       9580.00","       9761.00","       9758.65","       9709.25","     221132","          2147026326.30","      30144"
"BAJAJFINSV","EQ","20-Feb-2020","       9758.65","       9758.00","       9827.55","       9693.75","       9715.00","       9709.70","       9760.96","     167020","          1630275528.90","      22679"
"BAJAJFINSV","EQ","24-Feb-2020","       9709.70","       9680.00","       9680.00","       9448.30","       9475.00","       9466.90","       9522.12","     199329","          1898034341.60","      25476"
"BAJAJFINSV","EQ","25-Feb-2020","       9466.90","       9500.00","       9550.00","       9351.10","       9520.00","       9525.00","       9475.20","     222018","          2103665630.65","      32241"
"BAJAJFINSV","EQ","26-Feb-2020","       9525.00","       9455.00","       9494.90","       9360.00","       9377.00","       9387.00","       9430.54","     175517","          1655220328.25","      24442"
"BAJAJFINSV","EQ","27-Feb-2020","       9387.00","       9385.00","       9494.70","       9266.80","       9450.00","       9408.00","       9351.31","     207583","          1941173203.55","      38429"
"BAJAJFINSV","EQ","28-Feb-2020","       9408.00","       9270.50","       9286.55","       8825.05","       9100.00","       9050.75","       9068.63","     537852","          4877580648.05","      59749"
"BAJAJFINSV","EQ","02-Mar-2020","       9050.75","       9300.00","       9300.00","       8808.00","       8919.00","       8914.50","       9126.35","     309031","          2820324986.90","      40005"
"BAJAJFINSV","EQ","03-Mar-2020","       8914.50","       9000.00","       9116.65","       8680.00","       8993.00","       8963.65","       8890.70","     550729","          4896366229.35","      77414"
"BAJAJFINSV","EQ","04-Mar-2020","       8963.65","       9000.00","       9066.60","       8593.25","       8777.20","       8799.70","       8849.42","     440251","          3895966775.10","      59129"
